Filename Pitch Jitter F1 F2 F3 F1_Bandwidth Shimmer Intensity HNR speaker duration 
S0002_instance_1,248.0915031205558,0.05541000000000001,745.1961326761516,1924.1879607968178,2872.2633784422856,405.14159413278776,0.11698,85.77869823970536,3.9013206573269343,F19-R,1.158
S0003_instance_1,289.7521437338657,0.06420000000000001,1066.2605202691286,1918.8885062515856,3120.883411969745,529.2474717104851,0.12054000000000001,86.65521562600148,1.262960195326209,F19-R,1.62
S0005_instance_1,283.4496807519831,0.05804,916.0604495214878,1793.0553542512416,3186.527675774288,604.9120772603369,0.18944,85.10813512760863,1.8556268874181652,F19-R,0.677
S0006_instance_1,269.4810554171371,0.04337,1049.2032918490584,1948.2457518482697,3304.539250973571,618.0279498357676,0.11532,81.03315242454266,-0.06636090656006063,F19-R,1.404
S0009_instance_1,314.53049822844895,0.047560000000000005,1096.2450880619817,1961.6401862821676,3281.2821073720497,610.5245507388652,0.15872,81.04557446786669,0.3491537566753095,F19-R,2.808
S0010_instance_1,180.22423848972463,0.0334,1059.829600145859,1964.8338918861157,3239.490166384484,633.973629967225,0.10761,81.52137897167617,3.0653428501383946,F19-R,1.212
S0011_instance_1,250.9016579446007,0.03597,984.2574631714804,1879.6051653976408,3125.997294893216,598.323507602935,0.08650000000000001,85.70917480460885,1.6608473698416313,F19-R,1.521
S0012_instance_1,251.2038457360736,0.051660000000000005,817.9843459383577,2005.263383007209,3171.130403819389,486.0533071190922,0.10246000000000001,86.92676066547213,3.183608612544027,F19-R,1.804
S0013_instance_1,346.21236125716797,0.05608,938.7887357043854,1826.9477654069944,3194.0496093148363,486.79597574463946,0.08355,85.37142224920841,0.4199830442595258,F19-R,1.0640625
S0014_instance_1,329.6573184390038,0.0359,704.1980971616697,2006.9988772844165,2951.1196932065486,757.2536569236095,0.09475,91.60348857887122,4.809186568910214,F19-R,0.365
S0014_instance_3,287.69269947168374,0.05299,824.5262299553918,1915.73435411777,3274.961892467096,376.06443197491194,0.11995,86.54895397224473,5.420288847899848,F19-R,0.335
